name	subspecies	serovar	core	contigs	quality
GCA_001218125	enterica	Typhimurium	402	114	1
GCA_001218145	enterica	Typhimurium	402	87	1
GCA_001218225	enterica	Typhimurium	404	83	1
GCA_001218245	enterica	Typhimurium	403	77	1
GCA_001218265	enterica	Typhimurium	404	97	1
GCA_001218285	enterica	Typhimurium	398	146	1
GCA_001218305	enterica	Typhimurium	398	107	1
GCA_001218325	enterica	Typhimurium	396	97	1
GCA_001218345	enterica	Typhimurium	404	74	1
GCA_001218365	enterica	Typhimurium	403	79	1
GCA_001218385	enterica	Typhimurium	393	126	1
GCA_001218405	enterica	Typhimurium	393	127	1
GCA_001218425	enterica	Typhimurium	404	80	1
GCA_001218445	enterica	Typhimurium	403	72	1
GCA_001218465	enterica	Typhimurium	404	77	1
GCA_001218505	enterica	Typhimurium	402	85	1
GCA_001218545	enterica	Typhimurium	396	97	1
GCA_001218565	enterica	Typhimurium	404	88	1
GCA_001218585	enterica	Typhimurium	395	118	1
GCA_001218605	enterica	Typhimurium	403	68	1
GCA_001218625	enterica	Typhimurium	402	67	1
GCA_001218665	enterica	Typhimurium	404	87	1
GCA_001218685	enterica	Typhimurium	391	118	1
GCA_001218725	enterica	Typhimurium	403	87	1
GCA_001218745	enterica	Typhimurium	403	93	1
GCA_001218765	enterica	Typhimurium	396	127	1
GCA_001218785	enterica	Typhimurium	402	85	1
GCA_001218805	enterica	Typhimurium	402	92	1
GCA_001218825	enterica	Typhimurium	404	80	1
GCA_001218845	enterica	Typhimurium	403	80	1
GCA_001218865	enterica	Typhimurium	399	106	1
GCA_001218885	enterica	Typhimurium	403	78	1
GCA_001218925	enterica	Typhimurium	402	84	1
GCA_001218965	enterica	Typhimurium	400	81	1
GCA_001218985	enterica	Typhimurium	403	99	1
GCA_001219005	enterica	Typhimurium	404	92	1
GCA_001219025	enterica	Typhimurium	403	88	1
GCA_001219045	enterica	Typhimurium	402	83	1
GCA_001219065	enterica	Typhimurium	402	84	1
GCA_001219085	enterica	Typhimurium	404	90	1
GCA_001219105	enterica	Typhimurium	400	111	1
GCA_001219125	enterica	Typhimurium	401	91	1
GCA_001219145	enterica	Typhimurium	386	374	1
GCA_001219165	enterica	Typhimurium	402	86	1
GCA_001219185	enterica	Typhimurium	404	102	1
GCA_001219205	enterica	Typhimurium	404	87	1
GCA_001219225	enterica	Typhimurium	402	81	1
GCA_001219265	enterica	Typhimurium	402	88	1
GCA_001219285	enterica	Typhimurium	399	102	1
GCA_001219305	enterica	Typhimurium	402	78	1
GCA_001219365	enterica	Typhimurium	404	80	1
GCA_001219405	enterica	Typhimurium	402	98	1
GCA_001219425	enterica	Typhimurium	402	93	1
GCA_001219445	enterica	Typhimurium	404	87	1
GCA_001219465	enterica	Typhimurium	404	53	1
GCA_001219485	enterica	Typhimurium	402	72	1
GCA_001219505	enterica	Typhimurium	395	137	1
GCA_001219525	enterica	Typhimurium	403	53	1
GCA_001219545	enterica	Typhimurium	402	87	1
GCA_001219565	enterica	Typhimurium	404	82	1
GCA_001219585	enterica	Typhimurium	404	88	1
GCA_001219645	enterica	Typhimurium	402	111	1
GCA_001219665	enterica	Typhimurium	397	133	1
GCA_001219685	enterica	Typhimurium	403	78	1
GCA_001219705	enterica	Typhimurium	403	88	1
GCA_001219725	enterica	Typhimurium	404	81	1
GCA_001219765	enterica	Typhimurium	404	80	1
GCA_001219805	enterica	Typhimurium	404	97	1
GCA_001219825	enterica	Typhimurium	403	86	1
GCA_001219845	enterica	Typhimurium	395	121	1
GCA_001219865	enterica	Typhimurium	396	121	1
GCA_001219885	enterica	Typhimurium	404	87	1
GCA_001219905	enterica	Typhimurium	404	86	1
GCA_001219925	enterica	Typhimurium	403	42	1
GCA_001219945	enterica	Typhimurium	402	80	1
GCA_001219965	enterica	Typhimurium	393	96	1
GCA_001219985	enterica	Typhimurium	404	82	1
GCA_001220025	enterica	Typhimurium	404	91	1
GCA_001220065	enterica	Typhimurium	396	100	1
GCA_001220105	enterica	Typhimurium	404	95	1
GCA_001220125	enterica	Typhimurium	404	77	1
GCA_001220165	enterica	Typhimurium	401	102	1
GCA_001220205	enterica	Typhimurium	403	77	1
GCA_001220225	enterica	Typhimurium	403	84	1
GCA_001220245	enterica	Typhimurium	404	83	1
GCA_001220265	enterica	Typhimurium	400	88	1
GCA_001220285	enterica	Typhimurium	404	78	1
GCA_001220305	enterica	Typhimurium	404	89	1
GCA_001220325	enterica	Typhimurium	403	88	1
GCA_001220345	enterica	Typhimurium	403	85	1
GCA_001220365	enterica	Typhimurium	401	92	1
GCA_001220385	enterica	Typhimurium	401	85	1
GCA_001220405	enterica	Typhimurium	401	76	1
GCA_001220425	enterica	Typhimurium	403	79	1
GCA_001220445	enterica	Typhimurium	403	104	1
GCA_001220465	enterica	Typhimurium	404	92	1
GCA_001220505	enterica	Typhimurium	403	100	1
GCA_001220525	enterica	Typhimurium	402	96	1
GCA_001220545	enterica	Typhimurium	400	94	1
GCA_001220585	enterica	Typhimurium	399	108	1
GCA_001220625	enterica	Typhimurium	402	101	1
GCA_001220645	enterica	Typhimurium	404	88	1
GCA_001220665	enterica	Typhimurium	391	105	1
GCA_001220685	enterica	Typhimurium	404	82	1
GCA_001220705	enterica	Typhimurium	401	77	1
GCA_001220725	enterica	Typhimurium	403	76	1
GCA_001220785	enterica	Typhimurium	404	97	1
GCA_001220865	enterica	Typhimurium	392	118	1
GCA_001220885	enterica	Typhimurium	404	82	1
GCA_001220905	enterica	Typhimurium	403	76	1
GCA_001220925	enterica	Typhimurium	404	92	1
GCA_001220945	enterica	Typhimurium	404	98	1
GCA_001220965	enterica	Typhimurium	402	78	1
GCA_001220985	enterica	Typhimurium	404	50	1
GCA_001221005	enterica	Typhimurium	404	80	1
GCA_001221025	enterica	Typhimurium	403	87	1
GCA_001221045	enterica	Typhimurium	402	123	1
GCA_001221065	enterica	Typhimurium	400	105	1
GCA_001221105	enterica	Typhimurium	403	111	1
GCA_001221125	enterica	Typhimurium	402	92	1
GCA_001221185	enterica	Typhimurium	404	91	1
GCA_001221205	enterica	Typhimurium	403	89	1
GCA_001221225	enterica	Typhimurium	404	90	1
GCA_001221245	enterica	Typhimurium	402	79	1
GCA_001221265	enterica	Typhimurium	403	73	1
GCA_001221285	enterica	Typhimurium	403	85	1
GCA_001221305	enterica	Typhimurium	401	93	1
GCA_001221325	enterica	Typhimurium	403	89	1
GCA_001221345	enterica	Typhimurium	403	78	1
GCA_001221365	enterica	Typhimurium	403	99	1
GCA_001221385	enterica	Typhimurium	402	75	1
GCA_001221405	enterica	Typhimurium	403	103	1
GCA_001221425	enterica	Typhimurium	403	89	1
GCA_001221445	enterica	Typhimurium	400	111	1
GCA_001221485	enterica	Typhimurium	402	85	1
GCA_001221505	enterica	Typhimurium	404	98	1
GCA_001221545	enterica	Typhimurium	404	78	1
GCA_001221565	enterica	Typhimurium	404	84	1
GCA_001221585	enterica	Typhimurium	402	86	1
GCA_001221605	enterica	Typhimurium	397	104	1
GCA_001221625	enterica	Typhimurium	395	114	1
GCA_001221645	enterica	Typhimurium	404	92	1
GCA_001221665	enterica	Typhimurium	402	79	1
GCA_001221685	enterica	Typhimurium	404	80	1
GCA_001221705	enterica	Typhimurium	404	50	1
GCA_001221725	enterica	Typhimurium	403	94	1
GCA_001221745	enterica	Typhimurium	402	79	1
GCA_001221765	enterica	Typhimurium	401	96	1
GCA_001221785	enterica	Typhimurium	403	79	1
GCA_001221805	enterica	Typhimurium	403	108	1
GCA_001221845	enterica	Typhimurium	404	76	1
GCA_001221885	enterica	Typhimurium	403	81	1
GCA_001221905	enterica	Typhimurium	400	103	1
GCA_001221925	enterica	Typhimurium	403	86	1
GCA_001221945	enterica	Typhimurium	403	78	1
GCA_001221985	enterica	Typhimurium	404	88	1
GCA_001222005	enterica	Typhimurium	403	94	1
GCA_001222025	enterica	Typhimurium	404	86	1
GCA_001222065	enterica	Typhimurium	399	137	1
GCA_001222085	enterica	Typhimurium	404	83	1
GCA_001222125	enterica	Typhimurium	354	166	1
GCA_001222145	enterica	Typhimurium	394	114	1
GCA_001222165	enterica	Typhimurium	404	93	1
GCA_001222185	enterica	Typhimurium	402	77	1
GCA_001222205	enterica	Typhimurium	402	121	1
GCA_001222225	enterica	Typhimurium	401	82	1
GCA_001222245	enterica	Typhimurium	403	90	1
GCA_001222325	enterica	Typhimurium	404	84	1
GCA_001222345	enterica	Typhimurium	401	115	1
GCA_001222365	enterica	Typhimurium	404	88	1
GCA_001222385	enterica	Typhimurium	393	209	1
GCA_001222405	enterica	Typhimurium	404	81	1
GCA_001222465	enterica	Typhimurium	400	79	1
GCA_001222485	enterica	Typhimurium	402	103	1
GCA_001222505	enterica	Typhimurium	398	103	1
GCA_001222525	enterica	Typhimurium	404	84	1
GCA_001222565	enterica	Typhimurium	403	99	1
GCA_001222585	enterica	Typhimurium	404	85	1
GCA_001222605	enterica	Typhimurium	403	80	1
GCA_001222625	enterica	Typhimurium	401	97	1
GCA_001222645	enterica	Typhimurium	391	128	1
GCA_001222665	enterica	Typhimurium	403	83	1
GCA_001222705	enterica	Typhimurium	402	89	1
GCA_001222725	enterica	Typhimurium	403	62	1
GCA_001222765	enterica	Typhimurium	403	82	1
GCA_001222785	enterica	Typhimurium	404	78	1
GCA_001222825	enterica	Typhimurium	403	96	1
GCA_001222865	enterica	Typhimurium	402	70	1
GCA_001222885	enterica	Typhimurium	403	85	1
GCA_001222905	enterica	Typhimurium	403	97	1
GCA_001222945	enterica	Typhimurium	395	124	1
GCA_001222965	enterica	Typhimurium	404	92	1
GCA_001223025	enterica	Typhimurium	402	84	1
GCA_001223045	enterica	Typhimurium	402	94	1
GCA_001223085	enterica	Typhimurium	404	89	1
GCA_001223105	enterica	Typhimurium	398	118	1
GCA_001223125	enterica	Typhimurium	404	89	1
GCA_001223165	enterica	Typhimurium	404	83	1
GCA_001223185	enterica	Typhimurium	402	77	1
GCA_001223205	enterica	Typhimurium	404	73	1
GCA_001223225	enterica	Typhimurium	403	67	1
GCA_001223245	enterica	Typhimurium	404	87	1
GCA_001223265	enterica	Typhimurium	403	99	1
GCA_001223285	enterica	Typhimurium	404	78	1
GCA_001223305	enterica	Typhimurium	400	115	1
GCA_001223325	enterica	Typhimurium	392	153	1
GCA_001223345	enterica	Typhimurium	404	84	1
GCA_001223365	enterica	Typhimurium	403	87	1
GCA_001223405	enterica	Typhimurium	402	88	1
GCA_001223445	enterica	Typhimurium	402	85	1
GCA_001223465	enterica	Typhimurium	403	100	1
GCA_001223505	enterica	Typhimurium	403	98	1
GCA_001223525	enterica	Typhimurium	404	82	1
GCA_001223545	enterica	Typhimurium	404	81	1
GCA_001238265	enterica	Kentucky	382	88	1
GCA_001238285	enterica	Kentucky	371	158	1
GCA_001238365	enterica	Enteritidis	403	45	1
GCA_001238375	enterica	Kentucky	380	91	1
GCA_001239745	enterica	Typhi	357	61	1
GCA_001239765	enterica	Typhi	356	70	1
GCA_001239785	enterica	Typhi	358	65	1
GCA_001239825	enterica	Typhi	357	57	1
GCA_001239845	enterica	Typhi	358	55	1
GCA_001239865	enterica	Typhi	358	72	1
GCA_001239885	enterica	Typhi	359	53	1
GCA_001239905	enterica	Typhi	356	58	1
GCA_001239925	enterica	Typhi	356	55	1
GCA_001239945	enterica	Typhi	358	69	1
GCA_001239965	enterica	Typhi	354	58	1
GCA_001239985	enterica	Typhi	359	57	1
GCA_001240005	enterica	Typhi	357	58	1
GCA_001240025	enterica	Typhi	356	67	1
GCA_001240045	enterica	Typhi	357	70	1
GCA_001240065	enterica	Typhi	358	67	1
GCA_001240085	enterica	Typhi	357	57	1
GCA_001240105	enterica	Typhi	352	52	1
GCA_001240125	enterica	Muenchen	403	65	1
GCA_001240135	enterica	Kentucky	374	96	1
GCA_001240145	enterica	Heidelberg	401	92	1
GCA_001240155	enterica	Heidelberg	404	49	1
GCA_001240165	enterica	Typhi	355	62	1
GCA_001240225	enterica	Saintpaul	400	70	1
GCA_001240245	enterica	Typhi	355	59	1
GCA_001240255	enterica	Enteritidis	403	37	1
GCA_001240265	enterica	Enteritidis	403	36	1
GCA_001240275	enterica	Schwarzengrund	364	101	1
GCA_001240325	enterica	Typhi	358	73	1
GCA_001240335	enterica	Saintpaul	397	67	1
GCA_001240345	enterica	Muenchen	396	108	1
GCA_001240385	enterica	I	402	72	1
GCA_001240395	enterica	Senftenberg	379	74	1
GCA_001240425	enterica	Kentucky	377	141	1
GCA_001240435	enterica	Typhi	358	46	1
GCA_001240465	enterica	Kentucky	381	125	1
GCA_001240475	enterica	Typhimurium	399	149	1
GCA_001240505	enterica	I	380	103	1
GCA_001240525	enterica	Thompson	402	44	1
GCA_001240535	enterica	Typhi	356	66	1
GCA_001240545	enterica	Heidelberg	403	57	1
GCA_001240555	enterica	Thompson	401	60	1
GCA_001240565	enterica	Kentucky	378	119	1
GCA_001240625	enterica	Schwarzengrund	364	96	1
GCA_001240635	enterica	Heidelberg	401	85	1
GCA_001240665	enterica	Typhi	356	59	1
GCA_001240675	enterica	Heidelberg	403	111	1
GCA_001240705	enterica	Muenchen	403	48	1
GCA_001240725	enterica	Kentucky	382	77	1
GCA_001240735	enterica	Thompson	402	59	1
GCA_001240755	enterica	Typhi	356	56	1
GCA_001240785	enterica	Typhimurium	398	115	1
GCA_001240805	enterica	Typhimurium	403	79	1
GCA_001240825	enterica	Typhimurium	402	96	1
GCA_001240835	enterica	Muenchen	403	58	1
GCA_001240865	enterica	Typhi	357	72	1
GCA_001240875	enterica	Agona	376	73	1
GCA_001240885	enterica	Heidelberg	402	55	1
GCA_001240925	enterica	Typhimurium	403	86	1
GCA_001240935	enterica	Typhimurium	400	87	1
GCA_001240965	enterica	Typhimurium	402	87	1
GCA_001240975	enterica	Typhimurium	403	86	1
GCA_001240985	enterica	Typhi	357	56	1
GCA_001241025	enterica	Kentucky	381	72	1
GCA_001241045	enterica	Typhi	357	55	1
GCA_001241055	enterica	Hadar	400	63	1
GCA_001241075	enterica	Typhimurium	396	152	1
GCA_001241105	enterica	Heidelberg	403	90	1
GCA_001241115	enterica	Hadar	402	57	1
GCA_001241145	enterica	Typhi	357	69	1
GCA_001241155	enterica	Heidelberg	403	55	1
GCA_001241165	enterica	Typhimurium	400	84	1
GCA_001241205	enterica	Anatum	404	44	1
GCA_001241225	enterica	Anatum	392	206	1
GCA_001241235	enterica	Typhi	357	69	1
GCA_001241265	enterica	Schwarzengrund	365	84	1
GCA_001241275	enterica	Heidelberg	403	62	1
GCA_001241305	enterica	Heidelberg	400	68	1
GCA_001241325	enterica	Infantis	400	100	1
GCA_001241345	enterica	Typhi	355	55	1
GCA_001241355	enterica	Heidelberg	397	96	1
GCA_001241365	enterica	Heidelberg	373	315	1
GCA_001241395	enterica	Kentucky	380	102	1
GCA_001241425	enterica	Typhimurium	400	157	1
GCA_001241445	enterica	Typhi	360	44	1
GCA_001241455	enterica	Heidelberg	404	73	1
GCA_001241475	enterica	Ohio	383	114	1
GCA_001241505	enterica	Typhimurium	403	85	1
GCA_001241515	enterica	Typhimurium	403	90	1
GCA_001241545	enterica	Typhi	355	59	1
GCA_001241555	enterica	Typhimurium	402	92	1
GCA_001241585	enterica	Typhimurium	398	129	1
GCA_001241605	enterica	Typhimurium	401	78	1
GCA_001241615	enterica	Typhi	357	65	1
GCA_001241625	enterica	Heidelberg	403	78	1
GCA_001241665	enterica	Saintpaul	402	70	1
GCA_001241675	enterica	Muenchen	403	49	1
GCA_001241705	enterica	Typhi	356	58	1
GCA_001241715	enterica	Reading	364	43	1
GCA_001241725	enterica	Heidelberg	403	76	1
GCA_001241765	enterica	Albany	388	46	1
GCA_001241775	enterica	Livingstone	365	163	1
GCA_001241805	enterica	Typhi	352	60	1
GCA_001241815	enterica	Litchfield	402	61	1
GCA_001241845	enterica	Heidelberg	402	65	1
GCA_001241855	enterica	Montevideo	355	65	1
GCA_001241885	enterica	Typhi	358	58	1
GCA_001241895	enterica	Typhimurium	403	64	1
GCA_001241905	enterica	Typhimurium	403	78	1
GCA_001241945	enterica	Typhimurium	392	141	1
GCA_001241965	enterica	Worthington	383	92	1
GCA_001241975	enterica	Typhimurium	393	142	1
GCA_001242005	enterica	Hadar	400	66	1
GCA_001242015	enterica	Kentucky	379	141	1
GCA_001242025	enterica	Typhi	358	54	1
GCA_001242065	enterica	Berta	397	109	1
GCA_001242075	enterica	Berta	384	245	1
GCA_001242105	enterica	Typhi	356	68	1
GCA_001242115	enterica	Saintpaul	402	75	1
GCA_001242125	enterica	Muenchen	403	52	1
GCA_001242165	enterica	Infantis	395	66	1
GCA_001242185	enterica	Infantis	390	101	1
GCA_001242195	enterica	Heidelberg	393	139	1
GCA_001242225	enterica	Typhi	356	55	1
GCA_001242245	enterica	Worthington	386	55	1
GCA_001242265	enterica	Schwarzengrund	366	62	1
GCA_001242275	enterica	Typhimurium	400	96	1
GCA_001242285	enterica	Kentucky	375	174	1
GCA_001242295	enterica	Typhi	356	60	1
GCA_001242345	enterica	Typhimurium	394	134	1
GCA_001242365	enterica	Typhi	357	53	1
GCA_001242375	enterica	Kentucky	370	285	1
GCA_001242395	enterica	Typhimurium	396	146	1
GCA_001242405	enterica	Kentucky	375	159	1
GCA_001242445	enterica	Hadar	400	88	1
GCA_001242455	enterica	Typhi	357	60	1
GCA_001242475	enterica	Derby	359	160	1
GCA_001242495	enterica	Kentucky	378	148	1
GCA_001242505	enterica	Muenchen	402	40	1
GCA_001242545	enterica	Infantis	399	63	1
GCA_001242565	enterica	Typhimurium	398	71	1
GCA_001242575	enterica	Brandenburg	365	55	1
GCA_001242585	enterica	Thompson	401	46	1
GCA_001242595	enterica	Typhi	355	55	1
GCA_001242645	enterica	Heidelberg	398	149	1
GCA_001242655	enterica	Saintpaul	401	71	1
GCA_001242665	enterica	Schwarzengrund	366	52	1
GCA_001242675	enterica	Heidelberg	403	72	1
GCA_001242755	enterica	Heidelberg	403	57	1
GCA_001242765	enterica	Dublin	398	61	1
GCA_001242775	enterica	Mbandaka	376	62	1
GCA_001242785	enterica	Heidelberg	400	132	1
GCA_001242865	enterica	Heidelberg	403	61	1
GCA_001242875	enterica	Infantis	400	58	1
GCA_001242885	enterica	Heidelberg	404	53	1
GCA_001242905	enterica	Liverpool	371	44	1
GCA_001242965	enterica	Heidelberg	403	47	1
GCA_001242975	enterica	Johannesburg	337	181	1
GCA_001242985	enterica	Infantis	399	73	1
GCA_001242995	enterica	Kentucky	382	107	1
GCA_001243065	enterica	Heidelberg	403	62	1
GCA_001243085	enterica	Saintpaul	401	107	1
GCA_001243095	enterica	Typhimurium	402	89	1
GCA_001243105	enterica	Typhimurium	402	85	1
GCA_001243145	enterica	Albany	388	43	1
GCA_001243175	enterica	Litchfield	401	47	1
GCA_001243195	enterica	Saintpaul	403	73	1
GCA_001243205	enterica	Saintpaul	401	66	1
GCA_001243235	enterica	Muenchen	403	41	1
GCA_001243255	enterica	Typhimurium	403	80	1
GCA_001243275	enterica	Worthington	387	68	1
GCA_001243305	enterica	Litchfield	402	60	1
GCA_001243325	enterica	Litchfield	399	109	1
GCA_001243345	enterica	Enteritidis	400	80	1
GCA_001243355	enterica	Hadar	398	80	1
GCA_001243395	enterica	Typhimurium	394	154	1
GCA_001243425	enterica	Typhimurium	398	110	1
GCA_001243445	enterica	Saintpaul	401	77	1
GCA_001243455	enterica	Saintpaul	398	68	1
GCA_001243485	enterica	Kentucky	380	133	1
GCA_001243505	enterica	Typhimurium	396	168	1
GCA_001243515	enterica	Newport	399	71	1
GCA_001243555	enterica	Typhimurium	403	109	1
GCA_001243585	enterica	Heidelberg	401	73	1
GCA_001243605	enterica	Hadar	401	92	1
GCA_001243615	enterica	Muenchen	401	66	1
GCA_001243655	enterica	Kentucky	381	87	1
GCA_001243695	enterica	Typhimurium	402	111	1
GCA_001243705	enterica	Hadar	402	81	1
GCA_001243745	enterica	Schwarzengrund	364	81	1
GCA_001243775	enterica	Saintpaul	397	87	1
GCA_001243785	enterica	Infantis	395	79	1
GCA_001243815	enterica	Typhimurium	402	84	1
GCA_001243855	enterica	Brandenburg	366	49	1
GCA_001243875	enterica	Heidelberg	401	62	1
GCA_001243905	enterica	Saintpaul	400	71	1
GCA_001243915	enterica	Kentucky	380	91	1
GCA_001243955	enterica	Kentucky	378	98	1
GCA_001243985	enterica	Reading	363	55	1
GCA_001243995	enterica	Kentucky	377	121	1
GCA_001244005	enterica	Kentucky	379	118	1
GCA_001244055	enterica	Saintpaul	404	59	1
GCA_001244085	enterica	Agona	376	78	1
GCA_001244095	enterica	Saintpaul	405	51	1
GCA_001244105	enterica	Typhimurium	402	79	1
GCA_001244155	enterica	Kentucky	378	126	1
GCA_001244185	enterica	Kentucky	382	125	1
GCA_001244215	enterica	Infantis	400	60	1
GCA_001244225	enterica	Heidelberg	404	71	1
GCA_001244255	enterica	Typhimurium	402	83	1
GCA_001244285	enterica	Typhimurium	403	83	1
GCA_001244325	enterica	Saintpaul	402	62	1
GCA_001244335	enterica	Typhimurium	403	95	1
GCA_001244375	enterica	Schwarzengrund	366	73	1
GCA_001244385	enterica	Typhimurium	402	80	1
GCA_001244455	enterica	Reading	363	63	1
GCA_001244465	enterica	Agona	371	123	1
GCA_001244515	enterica	Derby	363	89	1
GCA_001244695	enterica	Typhimurium	400	130	1
GCA_001244705	enterica	Typhimurium	400	114	1
GCA_001244715	enterica	Kentucky	380	118	1
GCA_001244725	enterica	Derby	350	228	1
GCA_001244795	enterica	Albany	381	119	1
GCA_001244805	enterica	Infantis	398	76	1
GCA_001244815	enterica	I	399	168	1
GCA_001244865	enterica	Infantis	400	62	1
GCA_001244895	enterica	Muenchen	397	124	1
GCA_001244905	enterica	Infantis	391	209	1
GCA_001244925	enterica	Saintpaul	395	88	1
GCA_001244935	enterica	Saintpaul	385	175	1
GCA_001245005	enterica	Heidelberg	401	127	1
GCA_001245015	enterica	Montevideo	355	49	1
GCA_001245025	enterica	Braenderup	390	157	1
GCA_001245035	enterica	Heidelberg	399	116	1
GCA_001245105	enterica	Kentucky	376	122	1
GCA_001245115	enterica	Montevideo	353	133	1
GCA_001245125	enterica	Typhimurium	398	114	1
GCA_001245135	enterica	Kentucky	376	197	1
GCA_001245195	enterica	Kentucky	378	193	1
GCA_001245205	enterica	Kentucky	376	215	1
GCA_001245215	enterica	Hadar	388	186	1
GCA_001245255	enterica	I	402	71	1
GCA_001245295	enterica	Kentucky	376	201	1
GCA_001245335	enterica	Saintpaul	402	64	1
GCA_001245345	enterica	Saintpaul	401	73	1
GCA_001245355	enterica	Enteritidis	403	34	1
GCA_001245415	enterica	Typhimurium	403	77	1
GCA_001245435	enterica	Heidelberg	399	47	1
GCA_001245445	enterica	Braenderup	397	38	1
GCA_001245465	enterica	Kentucky	378	104	1
GCA_001245495	enterica	Typhimurium	403	78	1
GCA_001245535	enterica	Typhimurium	402	103	1
GCA_001245545	enterica	Schwarzengrund	364	81	1
GCA_001245555	enterica	Hadar	402	55	1
GCA_001245565	enterica	Kentucky	381	71	1
GCA_001245635	enterica	Muenchen	401	56	1
GCA_001245645	enterica	Typhimurium	403	70	1
GCA_001245655	enterica	Heidelberg	400	179	1
GCA_001245665	enterica	Kentucky	382	83	1
GCA_001245735	enterica	I	397	105	1
GCA_001245745	enterica	Dublin	397	69	1
GCA_001245755	enterica	Liverpool	367	89	1
GCA_001245765	enterica	I	402	81	1
GCA_001245835	enterica	Dublin	398	80	1
GCA_001245845	enterica	Heidelberg	404	57	1
GCA_001245855	enterica	Enteritidis	402	37	1
GCA_001245865	enterica	I	401	112	1
GCA_001245935	enterica	Heidelberg	400	130	1
GCA_001245945	enterica	Muenchen	402	42	1
GCA_001245955	enterica	Kentucky	379	122	1
GCA_001245965	enterica	Heidelberg	398	91	1
GCA_001246025	enterica	Saintpaul	395	96	1
GCA_001246035	enterica	Heidelberg	400	80	1
GCA_001246075	enterica	Reading	361	55	1
GCA_001246095	enterica	Heidelberg	403	51	1
GCA_001246115	enterica	Kentucky	381	63	1
GCA_001246125	enterica	Muenster	361	52	1
GCA_001246165	enterica	Dublin	398	50	1
GCA_001246195	enterica	Kentucky	382	66	1
GCA_001246205	enterica	Brandenburg	366	60	1
GCA_001246225	enterica	Typhimurium	402	83	1
GCA_001246255	enterica	Kentucky	379	110	1
GCA_001246265	enterica	Typhimurium	403	68	1
GCA_001246295	enterica	Infantis	400	63	1
GCA_001246305	enterica	Schwarzengrund	366	68	1
GCA_001246355	enterica	Hadar	402	63	1
GCA_001246365	enterica	Reading	366	57	1
GCA_001246375	enterica	Schwarzengrund	364	109	1
GCA_001246435	enterica	Hadar	402	56	1
GCA_001246465	enterica	Infantis	399	61	1
GCA_001246475	enterica	Hadar	402	57	1
GCA_001246485	enterica	Hadar	402	52	1
GCA_001246495	enterica	Hadar	402	52	1
GCA_001246555	enterica	Schwarzengrund	361	87	1
GCA_001246565	enterica	Typhimurium	403	76	1
GCA_001246615	enterica	I	402	80	1
GCA_001246625	enterica	Typhimurium	402	67	1
GCA_001246655	enterica	Senftenberg	379	48	1
GCA_001246665	enterica	Kentucky	382	76	1
GCA_001246695	enterica	Typhimurium	402	82	1
GCA_001246705	enterica	Typhimurium	403	79	1
GCA_001246755	enterica	Albany	388	41	1
GCA_001246765	enterica	Hadar	401	63	1
GCA_001246805	enterica	Heidelberg	401	118	1
GCA_001246825	enterica	Derby	363	100	1
GCA_001246855	enterica	Heidelberg	404	39	1
GCA_001246875	enterica	Typhimurium	399	84	1
GCA_001246885	enterica	Muenchen	403	54	1
GCA_001246915	enterica	Heidelberg	401	52	1
GCA_001246945	enterica	I	401	78	1
GCA_001246955	enterica	Montevideo	364	47	1
GCA_001246965	enterica	Heidelberg	403	49	1
GCA_001246985	enterica	Schwarzengrund	363	75	1
GCA_001247055	enterica	Kentucky	385	59	1
GCA_001247075	enterica	Heidelberg	399	118	1
GCA_001247085	enterica	Kentucky	380	76	1
GCA_001247105	enterica	Saintpaul	400	63	1
GCA_001247145	enterica	Heidelberg	401	52	1
GCA_001247185	enterica	Typhimurium	402	64	1
GCA_001247195	enterica	Dublin	398	51	1
GCA_001247205	enterica	Typhimurium	402	98	1
GCA_001247255	enterica	Mbandaka	376	60	1
GCA_001247265	enterica	Typhimurium	400	71	1
GCA_001247275	enterica	Typhimurium	403	71	1
GCA_001247285	enterica	Worthington	387	61	1
GCA_001247345	enterica	Johannesburg	344	51	1
GCA_001247355	enterica	Anatum	405	38	1
GCA_001247365	enterica	I	402	92	1
GCA_001247375	enterica	Muenchen	403	50	1
GCA_001247445	enterica	Senftenberg	379	49	1
GCA_001247455	enterica	Schwarzengrund	365	47	1
GCA_001247465	enterica	Kentucky	380	72	1
GCA_001247475	enterica	Mbandaka	377	51	1
GCA_001247535	enterica	Kentucky	382	67	1
GCA_001247545	enterica	Kentucky	380	69	1
GCA_001247585	enterica	Heidelberg	404	70	1
GCA_001247595	enterica	Muenchen	403	50	1
GCA_001262435	enterica	Derby	364	74	1
GCA_001271395	enterica	I	403	72	1
GCA_001271405	enterica	Bredeney	361	82	1
GCA_001271415	enterica	Enteritidis	401	91	1
GCA_001271425	enterica	Enteritidis	397	120	1
GCA_001271475	enterica	Kentucky	373	215	1
GCA_001271485	enterica	Enteritidis	403	37	1
GCA_001271495	enterica	Enteritidis	394	220	1
GCA_001271505	enterica	Typhimurium	399	76	1
GCA_001271555	enterica	Heidelberg	401	81	1
GCA_001271565	enterica	Typhimurium	403	83	1
GCA_001271575	enterica	Enteritidis	399	50	1
GCA_001271615	enterica	Enteritidis	400	60	1
GCA_001271635	enterica	Johannesburg	328	195	1
GCA_001271645	enterica	Typhimurium	402	63	1
GCA_001271675	enterica	Enteritidis	403	33	1
GCA_001271685	enterica	Enteritidis	401	68	1
